Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Mindset Ventures,https://mindset.ventures/,https://www.linkedin.com/company/mindset-ventures/,,,"3. Early Revenue,4. Scaling",,VC,,
Mindspan,http://mindspanllc.com,http://www.linkedin.com/company/mindspan-llc,"Saratoga, California, United States",USA,,,Family office,,
MindSpring Capital,https://mindspring.capital,#https://www.linkedin.com/company/mindspring-capital/?viewAsMember=true,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Mingly Capital Corporationâ€‹,http://www.minglyhk.com/,,,Hong Kong,,,VC,,
Mir Ventures,https://www.mirventures.com/,https://www.linkedin.com/in/jbraze/,USA,USA,3. Early Revenue,,VC,,
Mirae Asset Venture Investments,https://www.am.miraeasset.com/,https://www.linkedin.com/company/mirae-asset-global-investments/,,"India,South Korea,Japan,Canada,Vietnam,Australia,Brazil,Colombia,USA,China",,,Other,,
Miramar Digital Ventures,http://miramardv.com/,,"Corona Del Mar, California, United States",USA,,,Corporate VC,,
Miramar Ventures,https://www.miramarvp.com/,,USA,"USA,Canada",3. Early Revenue,,VC,"$100,000 ",
Mission Bay Capital,http://www.missionbaycapital.com/,https://www.linkedin.com/company/1501772/,,,"2. Prototype,3. Early Revenue",,VC,,
Mission Driven Finance,https://www.missiondrivenfinance.com/,https://www.linkedin.com/company/mdfinancesd/,,,,,Other,,
Mission Point Partners,http://mppgrp.com/,,,,,,,,
Mission Ventures (UK),https://www.missionventures.co.uk/,https://www.linkedin.com/company/mission-venturesuk/,,UK,,,Other,,
Mission Ventures (US),https://missionventures.com/,,"San Diego, California, United States",USA,,,Other,,
MissionOG,https://missionog.com/,https://www.linkedin.com/company/missionog/,,,,,,,
Mistletoe,http://mistletoe.co/en/,,Japan,"USA,Israel,Canada",3. Early Revenue,,VC,,
Mithril Capital,https://www.mithril.com/,,USA,"USA,Israel,Canada",3. Early Revenue,,VC,,
MITS Fund,http://www.mitsfund.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Mitsubishi Estate,https://www.mec.co.jp/index_e.html,,,Japan,,,Corporate VC,,
Mitsubishi UFJ Capital,http://www.mucap.co.jp/english/tabid/66/Default.aspx,,,Japan,,,VC,,
31ventures,http://www.31ventures.jp/en/,,,Japan,,,Corporate VC,,
Mitsui Global Investment,http://www.mitsui-global.com/,http://www.linkedin.com/company/247971,Japan,"USA,Israel,Canada",3. Early Revenue,,Corporate VC,,
Miyako Capital,http://www.miyakocapital.com/,,Japan,"Israel,USA,Canada",3. Early Revenue,,VC,,
MizMaa Ventures,https://www.mizmaa.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
Mizuho Capital,https://www.mizuhobank.co.jp/mhcp/english/index.html,,Japan,"USA,Israel,Canada",3. Early Revenue,,VC,,
MMC Greater London Fund,https://mmc.vc/,https://www.linkedin.com/company/mmc-ventures,,UK,,,VC,,
MMC Ventures,https://www.mmcventures.com,https://www.linkedin.com/company/mmc-ventures,UK,UK,3. Early Revenue,,VC,,
MMG Capital Ventures,https://mmg-capital.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Moai Capital,https://www.moai.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Mobile Foundation Ventures,http://www.mfvpartners.com/,https://www.linkedin.com/company/mfv-partners/,USA,"USA,Canada",3. Early Revenue,,VC,,
Mobile Internet Capital,http://www.mickk.com/en/,,Japan,"Israel,USA,Canada",3. Early Revenue,,VC,,
Mobile Ventures,https://www.mobile-ventures.com/en/,,,,,,Corporate VC,,
Mobilion Ventures,http://mobilion-vc.com/,https://www.linkedin.com/company/mobilion-vc/?viewAsMember=true,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Mobius Venture Capital,https://www.mobiusvc.com/index.html,,"1050 Walnut Street, Suite 210, Boulder, Colorado, United States",USA,,,Other,,
Modern Times Group Investment Fund,https://www.mtg.com/vc-fund/,https://www.linkedin.com/company/modern-times-group-mtg,,,,,Other,,
Moderne Ventures,https://www.moderneventures.com/,https://www.linkedin.com/company/moderne-ventures/,"410 N Michigan Ave, Chicago, IL 60610",USA,"4. Scaling,5. Growth,3. Early Revenue","We invest in B2B or B2B2C software companies with 2M+ ARR in real estate, fintech, insurtech, and home services. We also have a stage agnostic accelerator. ",VC,"$1,000,000 ","$7,000,000 "
Moelis Australia Growth Capital Fund II,https://moelisaustralia.com/asset-management/private-equity-and-venture-growth-capital/,,Australia,"Australia,USA,UK,China",,,Other,,
Mohr Davidow Ventures,https://mdv.com/,https://www.linkedin.com/company/mdv,"San Mateo, California, United States",USA,,,Other,,
Molex Ventures,https://www.molexventures.com/,https://www.linkedin.com/in/lily-yeung-77722b6/,"Lisle, Illinois, United States",USA,,,Corporate VC,,
Moment Ventures,https://www.momentventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Momentum Capital,https://www.momentum-capital.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
Monash Private Capital,https://www.monashprivatecapital.com.au/,,Australia,Australia,,,Other,,
Moneta VC,https://www.monetavc.com/,https://www.linkedin.com/company/monetavc/,"7 Masada ST, Bnei Brak, Israel","USA,Canada,UK,Israel","3. Early Revenue,2. Prototype,4. Scaling,5. Growth",We invest in world-class Fintech and Insuretech teams,VC,"$500,000 ","$6,000,000 "
Moneta Ventures,https://www.moneta.vc/,https://www.linkedin.com/company/moneta-ventures,,,,,,,
Monex Ventures,http://www.monexventures.com/,,,Japan,,,Corporate VC,,
Hirac Fund,https://hirac.co.jp/,,,Japan,,,VC,,
Monkâ€™s Hill Ventures,https://www.monkshill.com/,https://www.linkedin.com/company/monk%27s-hill-ventures,Singapore,USA,3. Early Revenue,,VC,,
Monochrome Capital,http://www.monochrome.vc/,https://www.linkedin.com/company/monochromevc,"San Francisco CA 94114, USA","USA,Canada,Israel,UK","2. Prototype,3. Early Revenue",We invest in early-stage software and AI-driven startups that are solving the toughest business challenges.,VC,"$250,000 ","$750,000 "
Monstro Ventures,http://monstro.vc/,,,,,,,,
Monta Vista Capital,https://www.montavc.com/,https://www.linkedin.com/company/monta-vista-capital/about/,,,,,,,
Montage Ventures,https://montageventures.com/,https://www.linkedin.com/company/montage-ventures/,,USA,,,Other,,
Montefiore,http://www.montefiore.fr/,,,,,,VC,,
Monthly Ventures,http://www.monthlyventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Moodoos Investments,https://www.moodooslp.com/,,"San Diego, California, United States",USA,,,Family office,,
Moonscape Ventures,http://moonscapevc.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
Moonshots Capital,http://www.moonshotscapital.com/,http://www.linkedin.com/#new_tab,,,"2. Prototype,3. Early Revenue",,VC,,
Moore Venture Partners,https://www.moorevp.com/,https://www.linkedin.com/company/moore-venture-partners/,,,"2. Prototype,3. Early Revenue",,VC,,
Morado Ventures,https://www.moradoventures.com/,,,"Israel,USA,Canada",,,VC,,
More VC,https://morevc.com/,,,,"3. Early Revenue,4. Scaling,2. Prototype",,VC,,
Morgenthaler Ventures,http://www.morgenthaler.com,,"Menlo Park, California, United States",USA,,,Other,,
5y Capital,https://www.5ycap.com/,https://www.linkedin.com/company/%E4%BA%94%E6%BA%90%E8%B5%84%E6%9C%AC-5ycapital/,,,"4. Scaling,5. Growth",,VC,,
Morningside Ventures,http://www.morningside.com/,,China,"China,USA",3. Early Revenue,,VC,,
Morro Ventures,https://morroventures.com/,https://www.linkedin.com/company/morro-ventures/,"206 Calle Tetuan, Suite 903, San Juan, PR 00902, United States","Argentina,Brazil,Chile,Colombia,Mexico,USA","3. Early Revenue,4. Scaling","We invest in technology companies across Latin America, particularly those that operate in or can leverage Puerto Rico as a platform for cross-border growth. The fund targets regionally scalable tech companies with existing ARR between $250k and $750k. ",VC,"$100,000 ","$1,000,000 "
Mosaic Ventures,https://www.mosaicventures.com/,https://www.linkedin.com/company/mosaic-ventures/,"2-3 Golden Square, 3rd floor, London, England W1F 9HR, GB","UK,France,Germany,Norway,Sweden,Italy,Portugal,Netherlands,Denmark","3. Early Revenue,4. Scaling,2. Prototype","We invest in European founders, writing checks from $1M-10M. Core themes: machine intelligence; fintech / crypto; marketplaces; B2B SaaS; edtech; digital health; location / mobility.",VC,"$1,000,000 ","$10,000,000 "
Mosaik Partners,https://mosaikpartners.com/,https://www.linkedin.com/company/mosaik-partners-llc/,,,,,,,
Mosley Ventures,https://www.mosleyventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Motu Ventures,http://motuventures.com/,https://www.linkedin.com/company/motuventures,"KurfÃ¼rstendamm 54/55, 10707 Berlin, Germany","Germany,France,Spain,Austria,Switzerland,Denmark,Italy","3. Early Revenue,2. Prototype",We invest in European Deep Tech startups in several B2B verticals. We get in early.,VC,"$50,000 ","$300,000 "
Motus Ventures,http://www.motusventures.com,,USA,"Israel,USA,Canada",3. Early Revenue,,VC,,
Mountain Group Capital,https://mtngp.com/,,USA,USA,3. Early Revenue,,VC,,
Mountain Nazca,https://www.mountainnazca.com/,,,Mexico,,,Other,,
Mountain Partners,https://mountain.partners/,https://www.linkedin.com/company/mountain-partners-group,,Switzerland,,,Other,,
Mousse Partners,http://www.mousse-partners.com/,,"New York, New York, United States",USA,,,Family office,,
Movens Capital,https://movenscapital.com/,https://www.linkedin.com/company/movenscapital/,,UK,,,VC,,
Moxxie Ventures,https://www.moxxie.vc/,https://www.linkedin.com/company/moxxie-ventures/,,,"2. Prototype,3. Early Revenue",,VC,,
MPG Equity Partners,http://mpgequity.com,,"Chicago, Illinois, United States",USA,,,Family office,,
MPM Capital,http://www.mpmcapital.com/,,USA,"Israel,USA,Canada",3. Early Revenue,,VC,,
MrPink VC,https://mrpink.vc/,https://www.linkedin.com/company/mrpink-vc/,"Buenos Aires, Argentina","Argentina,Chile,Peru,Colombia,Uruguay","3. Early Revenue,4. Scaling","We invest in founders based in CAPUC (Chile, Argentina, Peru, Uruguay, and Colombia).

We're industry agnostic, but we mostly look at deals in FinTech, AgTech, Food Tech, Marketplace, EdTech, AI/ ML, SaaS, DTC.

Digital Transformation is disrupting all social interactions, changing the way we learn, collaborate, and connect with new people. We invest to solve problems at the core of our envisioned future.",VC,"$100,000 ","$300,000 "
MS&AD Ventures,https://msad.vc/,https://www.linkedin.com/in/jonsoberg/,,,"2. Prototype,3. Early Revenue",,VC,,
MSA Capital,http://www.msacap.com/,,,China,,,Other,,
MSD Capital,http://www.msdcapital.com,https://www.linkedin.com/company/msd-capital,"New York, New York, United States",USA,,,Family office,,
MTG Ventures,https://www.mtg.gr.jp/en/,,,Japan,,,Corporate VC,,
Mubadala Ventures,https://www.mubadala.com/en/what-we-do/capital/ventures,https://www.linkedin.com/company/55857?trk=tyah&trkInfo=tas%3Amubadala%2Cidx%3A2-1-2,"Abu Dhabi, Abu Dhabi, United Arab Emirates","USA,UAE",3. Early Revenue,,Corporate VC,,
Mucker Capital,http://www.mucker.com/,https://www.linkedin.com/company/mucker,,,"2. Prototype,3. Early Revenue",,VC,,
Mugar Enterprises,http://www.mugar.com,,"Boston, Massachusetts, United States",USA,,,Family office,,
Multicroissance,http://multicroissance.fr/,,"Balma, Midi-Pyrenees, France",France,,,Corporate VC,,
Munich Re Ventures,https://www.munichreventures.com/,https://www.linkedin.com/company/munich-re-ventures,Germany,"USA,Israel,Canada,Germany",3. Early Revenue,,Corporate VC,,
Mustard Seed,http://mustardseed.vc/investors,https://www.linkedin.com/groups/8494689,UK,UK,2. Prototype,,VC,,
MVP Munich Venture Partners,https://munichvp.com/,https://www.linkedin.com/company/munich-venture-partners,"Rumfrodstr. 34, Munich, Germany","Germany,France,Finland,Norway,Sweden,UK,Belgium,Austria,Switzerland,Spain,Portugal,Italy,Poland","3. Early Revenue,4. Scaling",We invest in European start-ups driving the eco-industrial revolution,VC,"$1,000,000 ","$5,000,000 "
Mynavi Corporation,https://www.mynavi.jp/,,,Japan,,,Corporate VC,,
N*Gen Partners,http://ngenpartners.com/,https://www.linkedin.com/company/ngen-partners/,,,,,,,
N29 Capital Partners,https://n29capitalpartners.com/,,,,,,Angel network,,
Nab Ventures,https://www.nab.com.au/about-us/nab-ventures,http://www.linkedin.com/company/national-australia-bank,Australia,Australia,,,Corporate VC,"$500,000 ",
Nacre Capital,https://nacrecapital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Nan Fung Life Sciences,https://www.nanfunglifesciences.com/,,,USA,,,Other,,
Nascent Ventures,http://nascentventures.nl/,,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Naspers,https://www.naspers.com/ventures,https://www.linkedin.com/in/martintschopp/,South Africa,"USA,Israel,Canada",3. Early Revenue,,VC,,
Nation 1 VC,https://nation1.vc/,https://cz.linkedin.com/company/nation1fund,,,"2. Prototype,3. Early Revenue",,VC,,
National Angels USA,https://nationalangelsusa.com/,,,,,,Angel network,,
National Grid Partners by NationalGrid,https://ngpartners.com,https://www.linkedin.com/showcase/national-grid-partners,"San Francisco, California, United States","USA,Israel,Canada",3. Early Revenue,,Corporate VC,,
Nationwide Ventures,https://www.nationwide.com/cps/nw-ventures.html,https://www.linkedin.com/company/nationwide/,"1 Nationwide Plaza, Columbus, OH 43215, United States","USA,Israel","3. Early Revenue,4. Scaling,5. Growth",We invest in founders and startups that are shaping the future of insurance and financial services. Typical investment is Series A/B with roughly $1M in revenue. Strategic fit preferred. ,Corporate VC,"$1,000,000 ","$10,000,000 "
Natura Investments,http://www.naturafund.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Nauta Capital,https://nautacapital.com/,https://www.linkedin.com/company/nautacapital/,"5th Floor, 9 Argyll Street, London, W1F 7TG, UK","UK,Spain,Portugal,Germany,Austria,Switzerland,Ireland,Finland,Sweden","3. Early Revenue,4. Scaling","We invest in early-stage technology companies across Europe.

As a sector-agnostic investor, Nautaâ€™sâ€¯main areasâ€¯of interest include B2B SaaS solutions with strong network effects, vertically focused enterprise tech transforming large industries as well as those leveraging deep-tech applications to solve challenges faced by large enterprises. ",VC,"$1,000,000 ","$5,000,000 "
Nautilus by AOL,http://nautilus.aol.com,https://www.linkedin.com/company/aol-nautilus,"Tel Aviv, Tel Aviv, Israel",Israel,,,Corporate VC,,
Navitas Ventures,http://www.navitasventures.com/,https://in.linkedin.com/company/navitas-ventures,"Sydney, New South Wales, Australia",Australia,,,Corporate VC,,
Naxicap Partners,https://www.naxicap.fr,https://www.linkedin.com/company/naxicap-partners/,France,France,"3. Early Revenue,4. Scaling",,VC,"$2,000,000 ",
Naya Ventures,http://www.nayaventures.com/,https://www.linkedin.com/company/dallas-venture-capital/,,,,,VC,,
NCT Ventures,https://nctventures.com/,https://www.linkedin.com/company/2137054/,,,"2. Prototype,3. Early Revenue",,VC,,
ND Capital,https://nd.capital/,,USA,USA,"2. Prototype,3. Early Revenue",,VC,,
NEA New Enterprise Associates,https://www.nea.com/,https://www.linkedin.com/company/new-enterprise-associates,"Menlo Park, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
Nebraska Angels,http://www.nebraskaangels.org/,http:////www.linkedin.com/company/nebraska-angels,,,,,Angel network,,
Nebraska Global,https://nebraskaglobal.com/,https://www.linkedin.com/company/nebraska-global/,,,,,,,
Nekko Capital,http://www.nekkocapital.com/,https://www.linkedin.com/company/nekko/,,,"2. Prototype,3. Early Revenue",,VC,,
NEM Ventures,https://www.nemventures.io,,,,"5. Growth,6. Pre-IPO",,VC,,
Neoteq Ventures,https://www.neoteq.de/,https://www.linkedin.com/company/neoteq-ventures/,,UK,,,VC,,
NeoTribe,https://www.neotribe.vc/approach,https://www.linkedin.com/company/18973480/admin/,USA,USA,3. Early Revenue,,VC,,
Nest.Bio Ventures,https://www.nest.bio/,https://www.linkedin.com/company/nest-bio-labs/,,USA,,,Other,,
Nest.vc,https://www.nest.vc/,https://www.linkedin.com/company/nest-ideas/,,Hong Kong,,,Other,,
Nestadio Capital,https://nestadio-capital.jimdo.com/,,,France,3. Early Revenue,,Other,"$200,000 ",
Net Capital Ventures,https://www.netcapitalventures.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Neta Ventures,http://neta.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Network Society Ventures,https://netsoc.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Network Ventures,http://www.networkventures.vc/,https://www.linkedin.com/in/jeffmaters,,,"2. Prototype,3. Early Revenue",,VC,,
Neu Venture Capital,http://neuvc.com,,,,,,VC,,
Neue Fund,https://neuefund.com/,https://www.linkedin.com/company/neue-fund,,,"2. Prototype,3. Early Revenue",,VC,,
Neuhaus Partners,http://www.neuhauspartners.com/,,,,,,VC,,
Neulogy,http://www.neulogy.vc,,Slovakia,Slovakia,3. Early Revenue,,VC,,
Neva Finventures,http://www.group.intesasanpaolo.com,https://www.linkedin.com/company/neva-finventures/,"Turin, Piemonte, Italy",Italy,,,Corporate VC,,
New Age Capital,https://www.newage.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
New Asia Investments,https://newasiainvestment.com/,,Singapore,Singapore,3. Early Revenue,,Corporate VC,,
New Atlantic Ventures,https://nav.vc/,,USA,"USA,Israel,Canada",3. Early Revenue,,VC,"$250,000 ",
New Crop Capital,https://newcropcapital.com/,,USA,USA,3. Early Revenue,,VC,,
New Dominion Angels,http://www.newdominionangels.com/,,,,,,Angel network,,
New Era Capital,https://www.neweracp.com/,https://www.linkedin.com/company/neweracp,,UK,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
New Europe Ventures,http://www.neweuropevc.com/,,,USA,,,Other,,
New Ground Ventures,https://www.newground.vc/,,,,,,,,
New Leaf Venture Partners,https://www.nlvpartners.com/,,"New York, New York, United States",USA,"2. Prototype,3. Early Revenue",,VC,,
New Legacy Group,https://www.newlegacy.com,https://www.linkedin.com/company/new-legacy/,"New York, New York, United States",USA,,,Family office,,
New Market Ventures,https://newmarketsvp.com/,https://www.linkedin.com/company/new-markets-venture-partners/,,,,,,,
New Media Ventures,https://www.newmediaventures.org/,,,,,,Other,,
New Richmond Ventures,https://nrv.vc/,https://www.linkedin.com/company/new-richmond-ventures,,,,,,,
New Space Ventures,https://www.newspace.vc/,,USA,"Israel,USA,Canada",3. Early Revenue,,VC,,
New Spring Capital,https://newspringcapital.com/,https://www.linkedin.com/company/650292/,USA,"USA,Israel,Canada",3. Early Revenue,,VC,,
New Stack Ventures,https://www.newstack.vc/,https://www.linkedin.com/in/khushi-wadhwa/,,,"2. Prototype,3. Early Revenue",,VC,,
New Venture Partners,http://www.nvpllc.com/,,USA,"USA,Israel,Canada",3. Early Revenue,,VC,,
New Vision 3,https://www.newvision3.com/,,,"UK,Bulgaria",,,VC,,
New Voices Fund,https://newvoicesfund.com/,https://www.linkedin.com/company/new-voices-fund/about/,,,"2. Prototype,3. Early Revenue",,VC,,
New Wave,https://www.newwave.vc/,https://www.linkedin.com/company/new-wave-vc/,London & Paris,"France,UK,Germany,Sweden,Norway,Finland,Spain","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in the most ambitious European founders. ,VC,"$500,000 ","$2,000,000 "
New World Angels,http://www.newworldangels.com/,https://www.linkedin.com/company/new-world-angels,,,,,Angel network,,
New York Angels,http://www.newyorkangels.com/,https://www.linkedin.com/company/new-york-angels,,USA,,,Other,,
New York Life Ventures,https://www.nylventures.com/,,"New York, New York, United States",USA,,,Corporate VC,,
NewAlpha Asset Management,https://www.newalpha.com/,https://www.linkedin.com/company/newalpha-asset-management/,"100-104 Boulevard du Montparnasse, Paris, 75014, France","France,Luxembourg,Netherlands,Germany,Belgium,Spain","3. Early Revenue,4. Scaling",We invest in series A/B in European fintech and insurtech startups,VC,"$2,000,000 ","$4,000,000 "
Newark Venture Partners,https://www.newarkventurepartners.com/,https://www.linkedin.com/company/newark-venture-partners/,"Washington St, Newark, New Jersey 07102, US",USA,"3. Early Revenue,4. Scaling","We invest in early-stage B2B software startups with a thesis around Supply Chain, Logistics, Digital Health, Audio/Voice, FinTech/InsurTech, and Sales/Marketing Solutions. ",VC,"$1,000,000 ","$2,000,000 "
Newfund Capital,https://newfundcap.com/,https://www.linkedin.com/company/newfund-management/,"58 rue de l'arcade, 75008 Paris","France,USA,Israel","3. Early Revenue,2. Prototype","We invest in founders obsessed with realizing a vision that will have a major impact on the world we live in. We seek to understand entrepreneurs as individuals, appreciate what they are building and play to their strengths. Greatness comes in all forms - we are sector-agnostic.",VC,"$250,000 ","$2,000,000 "
Newion Investments,http://www.newion-investments.com/,,,,,,VC,,
Newion Partners,https://www.newion.com/,https://www.linkedin.com/company/newion,Netherlands,Netherlands,3. Early Revenue,,VC,,
NewSchools Venture Fund,http://www.newschools.org/,https://www.linkedin.com/company/newschools-venture-fund/,,,"2. Prototype,3. Early Revenue",,VC,,
Newton BioCapital,https://www.newtonbiocapital.com/,,,Japan,,,VC,,
Nex Cubed,https://nex3.com/,https://www.linkedin.com/feed/update/urn:li:activity:6874825638780510208,,,"2. Prototype,3. Early Revenue",,VC,,
Nexit Ventures,http://www.nexitventures.com/,,,,,,VC,,
NexStar Partners,http://www.nexstarpartners.com,https://www.linkedin.com/in/john-wong-972615,,,,,VC,,
Next 10 Ventures,https://www.next10ventures.com/,https://www.linkedin.com/company/next10ventures/,"Los Angeles, California, United States",USA,,,Corporate VC,,
Next Act Fund,https://www.nextactfund.com/,https://www.linkedin.com/company/nextactfund/,,,,We invest in women,Angel network,,
Next Chapter Holdings,http://www.nextchapterholdings.com,https://www.linkedin.com/company/next-chapter-holdings,"Highland Park, Illinois, United States",USA,,,Family office,,
Next Coast Ventures,http://www.nextcoastventures.com/,https://www.linkedin.com/company/next-coast-ventures/,,,,,,,
Next Frontier Capital,https://www.nextfrontiercapital.com/,https://www.linkedin.com/in/pricew,,,,,,,
Next Gear Ventures,https://www.nextgear.fund/,https://www.linkedin.com/company/nextgearventures/,,UK,,,VC,,
Next Investors by CrÃ©dit Suisse,https://www.credit-suisse.com/us/en/asset-management/private-equity/next-investors.html,,Switzerland,"USA,Israel,Canada",3. Early Revenue,,Corporate VC,,
Next Level Ventures,http://www.nextlevelvc.com,https://www.linkedin.com/company/nextlevelvc/,,,,,,,
Next Media Accelerator,https://nma.vc/,https://www.linkedin.com/company/next-media-accelerator/,,,"2. Prototype,3. Early Revenue",,"Incubator, Accelerator",,
Next Wave Impact,https://nextwaveimpact.com/,https://www.linkedin.com/company-beta/10032642/,,,"2. Prototype,3. Early Revenue",,VC,,
Next Wave Ventures,http://www.nextwave.ventures,,,,,,Angel network,,
NextGen Ventures,https://nextgenventures.nl/,,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Nextstage,http://www.nextstage.com/,https://www.linkedin.com/company/nextstage-am/,,France,"3. Early Revenue,4. Scaling",,VC,,
NextView Ventures,https://nextviewventures.com/,https://www.linkedin.com/company/nextview-ventures,"Boston, Massachusetts, United States",USA,,,Other,,
Nextworld Capital,https://www.nextworldcap.com/,,USA,"USA,France",3. Early Revenue,,VC,,
Nexus Venture Partners,https://nexusvp.com/,https://www.linkedin.com/company/nexus-venture-partners,"Menlo Park, California, United States",USA,,,VC,,
Nexus Ventures,http://nexus.ventures,https://www.linkedin.com/company/10452310,"Ankara, Ankara, Turkey",Turkey,,,Corporate VC,,
NFX,https://www.nfx.com/,https://www.linkedin.com/company/nfxvc/,"San Francisco, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
NGP Capital,https://www.ngpcap.com/,https://www.linkedin.com/company/2962413/,Finland,"USA,Finland,Switzerland,India,China,France",3. Early Revenue,,Corporate VC,"$5,000,000 ",
Niigata Venture Capital,http://www.niigata-vc.co.jp/index.html,,,Japan,,,VC,,
Nikon,https://www.healthcare.nikon.com/en/,,,Japan,,,Other,,
Nili Capital,https://www.nilicapital.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Nima Capital,http://www.nimacap.com,https://www.linkedin.com/company/9426242?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A9426242%2Cidx%3A1-1-1%2CtarId%3A1442950067531%2Ctas%3ANima%20Capital,"New York, New York, United States",USA,,,Family office,,
Nimble Ventures,https://www.nimble.vc/,,"San Francisco, California, United States",USA,,,Family office,,
Nine Four Ventures,https://ninefour.vc/,https://www.linkedin.com/company/nine-four-ventures/,,,"3. Early Revenue,4. Scaling",,VC,,
Nippon Venture Capital,http://www.nvcc.co.jp/en/index.html,,,Japan,,,VC,,
Nissay Capital,http://www.nissay-cap.co.jp/,,,Japan,,,VC,,
NJF Capital,https://www.njfcapital.com/,https://uk.linkedin.com/in/nicolejunkermann,,"UK,France","3. Early Revenue,4. Scaling",,Other,,
NJIT Highlander Angel Network,http://njithan.com/,,,,,,Angel network,,
NKM Capital,http://www.nkmcap.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
NO/LA Angel Network,http://www.nolaangelnetwork.org/,,,,,,Angel network,,
Noaber Ventures,https://www.noaber.com/,https://www.linkedin.com/company/noaber-foundation?originalSubdomain=nl,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Noetic Fund,https://noeticfund.com/,https://www.linkedin.com/company/noetic-fund/,"100 Broadview Ave Ste 300 Toronto, Ontario, M4M 3H3","USA,Canada,UK,Germany,Australia,Costa Rica","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in emerging and early-stage wellness, therapeutic and psychedelic pharmaceutical companies around the globe.",VC,,
Nohovation,http://www.illannpower.com/,,,,,,,,
Nomura Real Estate Holdings,https://www.nomura-re-hd.co.jp/,,,Japan,,,Corporate VC,,
Noname Ventures,https://www.noname.ventures/,https://www.linkedin.com/company/12903427,,,"2. Prototype,3. Early Revenue",,VC,,
Noosphere Ventures,http://noosphereventures.com,https://www.linkedin.com/company/9469071/,"Menlo Park, California, United States",USA,,,Corporate VC,,
Nordic Alpha Partners,https://napartners.dk/,https://www.linkedin.com/authwall?trk=ripf&trkInfo=AQGPjC-1829lCQAAAWgTyIFwjn1ctjmXucnXaIo06mc0N0faTYHGHPCA1ODSe-BLeVt9_aYyEskifJABMgBKSrwl-9xYphJmIUy6XymvwTCx4Id6LYXQMhxgyFO4zRlRt1heNTI=&originalReferer=https://napartners.dk/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2F18146463,Denmark,Denmark,3. Early Revenue,,VC,,
Nordic Eye,http://www.nordiceye.com/,https://www.linkedin.com/company/17958733,,,,,Other,,
Nordic Impact,http://www.nordicimpact.no/,,,,,,Other,,
Nordic Makers,https://www.nordicmakers.vc/,,Sweden,Sweden,3. Early Revenue,,VC,"$500,000 ",
Nordic Ninja,https://www.nordicninja.vc/,https://www.linkedin.com/company/nordicninja-vc,Finland,Finland,3. Early Revenue,,VC,,
Nordisk Film Games,https://www.nordiskfilmgames.com/,https://www.linkedin.com/company/nordisk-film/,,,,,Corporate VC,,
Noria,https://www.noria.eu/,,,France,,,Other,,
Noro-Moseley Partners,https://noromoseley.com/,,"Atlanta, Georgia, United States",USA,,,Other,,
North Base Media,http://www.northbasemedia.com/,https://www.linkedin.com/company/north-base-media/?originalSubdomain=uk,,,,,Other,,
North Bay Angels,https://www.northbayangels.com/,,,USA,,,Other,,
North Bridge,https://www.northbridge.com,https://www.linkedin.com/company/north-bridge-venture-partners/,"Wellesley, Massachusetts, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
