Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Go Capital,https://www.gocapital.fr/en/,https://www.linkedin.com/company/gocapital/,"1a, Rue Louis Braille, Saint-Jacques-de-la-Lande, Bretagne 35136, FR",France,"2. Prototype,3. Early Revenue,1. Idea or Patent",We invest in Deeptech & Digital startups based in the west of France,VC,"$500,000 ","$1,500,000 "
Go VC,https://govc.com/,,,,,,,,
GoAhead Ventures,https://www.goaheadvc.com/,https://www.linkedin.com/company/goahead-ventures/,"535 Middlefield Ste 280 Road Menlo Park, CA 94025","USA,Japan,Israel,Singapore,India,Ukraine,Indonesia,UK,Germany,Sweden,Brazil,Hong Kong,China,UAE,Pakistan","2. Prototype,1. Idea or Patent,3. Early Revenue","We invest in all sectors and all geographies.

We are a highly active pre-seed and seed stage venture capital fund based out of Silicon Valley. We invest in ALL technology sectors and ALL geographies, and we have invested in over 100 companies all over the world.  As a startup ourselves, we created a very open and fast video pitch process to serve all the entrepreneurs in the world.

Step 1: Please submit your video pitch here (takes ~5min) which is reviewed by all 3 of our managing partners within 3 days of submission.  

Step 2: Full GoAhead Partnership Zoom pitch, ideally with your full co-founding team.  >>>  (Step 3 happens on the following day at 5PM PST)

Step 3: GoAhead makes an offer using a standard SAFE document or a polite pass. This decision comes the day after your zoom pitch!

We look forward to reviewing your submission!",VC,"$100,000 ","$1,500,000 "
Goal Holdings Corporation,http://www.goalholdings.com/,,,Canada,,,Other,,
Gohub by Global Omnium,https://gohub.tech/en/,,Spain,USA,3. Early Revenue,,Corporate VC,"$500,000 ",
GoingVC Partners,https://www.goingvc.com/gvc-partners/,https://www.linkedin.com/company/goingvc-partners/,"845 Market St Suite 450, San Francisco, CA 94103",USA,"2. Prototype,3. Early Revenue,4. Scaling","We invest in Pre-Seed and Seed Stage deals across the US and occasionally abroad if the opportunity is compelling and we believe we can provide value to the startup. We are sector agnostic. 

As of now, GoingVC Partners will not lead any deal, and will target forming syndicates of a total of $50k-200k. ",Angel network,"$10,000 ","$150,000 "
Gold Coast Angel Investors,https://goldcoastangels.vc/,,,,,,Angel network,,
Goldcrest Capital,https://www.goldcrest.com/,,,,,,,,
Golden Angels Investors,http://www.goldenangelsinvestors.com/,,,,,,Angel network,,
Golden Seeds,https://goldenseeds.com/,https://www.linkedin.com/company/goldenseeds/,,,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth",,Angel network,,
Golden Ventures,https://golden.ventures,https://ca.linkedin.com/company/goldenventures,"20 Maud Street, Suite 306, Toronto, Ontario M5V 2M5, CA","USA,Canada","2. Prototype,3. Early Revenue,1. Idea or Patent",We invest in North America at Seed stage across all sectors.,VC,"$400,000 ","$2,000,000 "
Good Energies,http://www.goodenergies.com,https://www.linkedin.com/company/good-energies-foundation/,"New York, New York, United States",USA,,,Family office,,
Good News Ventures,https://www.goodnewsventures.com/,https://www.linkedin.com/company/good-news-ventures/,"c/o YSpace, 169 Enterprise Blvd., 3rd Floor, Markham, Ontario L6G 0E7, Canada","Canada,USA","3. Early Revenue,4. Scaling,2. Prototype","We invest in pre-seed/seed stage ICT startups based in North America or serving the North American market with interesting business models including SaaS, enterprise/SMB, B2B/B2B2C, and crypto. We look for companies in all software categories including AI/ML, IoT, infrastructure, blockchain, and quantum computing.

Our portfolio companies must have North American customers or plan to have North American customers soon.",VC,"$100,000 ","$500,000 "
GoodAI,https://goodai.capital/,,,,,,,,
Google Assistant Investments,https://developers.google.com/actions/assistant-investments,,"Mountain View, California, United States",USA,,,Corporate VC,,
Google.org,http://www.google.org/,,"Mountain View, California, United States",USA,,,Corporate VC,,
Gopher Angels,http://gopherangels.com/,,,,,,Angel network,,
Gordon Brothers Japan,https://www.gordonbrothers.com/,,,Japan,,,Corporate VC,,
Gotham Ventures,http://gothamvc.com/,,,,,,VC,,
GovTech Fund,http://govtechfund.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
GP Bullhound,http://www.gpbullhound.com/,,,,,,Other,,
GPB Capital,http://www.gpb-cap.com,,,,,,,,
GPO Fund,https://www.gpofund.com/,https://www.linkedin.com/company/global-public-offering-fund/,"420 Lexington Avenue, Suite 1402, New York, NY 10170 ","Brazil,Canada,Chile,Mexico,USA,Hong Kong,India,Indonesia,Japan,Philippines,Singapore,South Korea,Thailand,Austria,Belgium,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Luxembourg,Monaco,Netherlands,Norway,Portugal,Spain,Sweden,Switzerland,UK,Israel,Lebanon,Turkey,UAE,Australia,New Zealand","4. Scaling,5. Growth,6. Pre-IPO","We invest in tech-driven, founder-led, global companies that can harness global public capital markets to achieve growth, business expansion, and market leadership.",VC,"$5,000,000 ","$10,000,000 "
Grace Beauty Capital,http://www.gracebeauty.com/investment,,,,,,VC,,
Gradient Ventures,https://gradient.com,https://www.linkedin.com/company/gradient-ventures/,"Mountain View, California, United States","Israel,USA,Canada",3. Early Revenue,,Corporate VC,,
Graduate Fund,https://graduatefund.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Graft Ventures,https://graft.ventures,https://jm.linkedin.com/company/graft-ventures,"Unit 3, 107 Harbour St., Kingston, Jamaica","Antigua and Barbuda,Jamaica,Barbados,Trinidad and Tobago,Bahamas,Belize,Cuba,Dominica,Dominican Republic,Guyana,Haiti,Grenada,Saint Vincent and the Grenadines,Sant Kitts and Nevis,Sant Lucia,Suriname","4. Scaling,3. Early Revenue,5. Growth,6. Pre-IPO","We invest in Caribbean based SMEs (sector agnostic, 250K+ revenue) with tech enabled operations and exportable products and services.",VC,"$250,000 ","$1,000,000 "
Granatus Ventures,http://granatusventures.com/,,Armenia,"Israel,USA,Canada,Armenia",3. Early Revenue,,VC,,
Grand Angels,http://www.grandangels.org/,,,,,,Angel network,,
Granot Ventures,http://www.granot-ventures.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth",,VC,,
Grape Arbor VC,http://www.grapearborvc.com/,,,,,,VC,,
Graph Ventures,https://www.graphventures.com/,,USA,"USA,Canada",3. Early Revenue,,VC,,
Gratitude Railroad,http://www.gratituderailroad.com,,,,,,,,
Great Lakes Angels Fund,https://www.citysideventures.com/funds/great-lakes-angels-fund/,,,,,,Angel network,,
Great North Labs and Great North Capital Fund,https://greatnorthlabs.com/,,,,,,,,
Great Oaks Venture Capital,http://www.greatoaksvc.com/,,,USA,,,Other,,
Greater Holding Co.,https://www.greaterholdings.co/,,,,"2. Prototype,3. Early Revenue",,VC,,
GreatPoint Ventures,http://www.gpv.com/,,,,"4. Scaling,5. Growth",,VC,,
Green Bean Capital,https://www.greenbeancapital.com/,,"Boston, Massachusetts, United States",USA,,,Family office,,
Green Mesa Capital,http://www.GreenMesaCapital.com,https://www.linkedin.com/company/green-mesa-capital,"Henderson, Nevada, United States",USA,,,Family office,,
Green Park & Golf Ventures,https://www.gpgventures.com/,,"Dallas, Texas, United States",USA,,,Other,,
Greenfield One,https://greenfield.one/,,,UK,,,VC,,
Greenfield Partners,http://greenfieldlp.com/,,,,5. Growth,,VC,,
GreenGage Capital,https://www.greengagecap.com/,,"Wilmette, Illinois, United States",USA,,,Family office,,
Greenlight Re Innovations,https://www.greenlightre.com/,https://www.linkedin.com/showcase/greenlight-re-innovations,"65 Market Street, Suite 1207 Jasmine Court, Camana Bay,PO Box 31110, Grand Cayman KY1-1205 , KY",USA,"3. Early Revenue,2. Prototype,1. Idea or Patent",We invest in early stage insurtech startups.,Corporate VC,$0 ,"$1,500,000 "
GreenSoil Investments,http://greensoil-investments.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Greenspring Associates,https://www.greenspringassociates.com/,,"Owings Mills, Maryland, United States",USA,,,Other,,
GreenStart,http://www.greenstart.com/,,,,,,,,
Greenwoods Asset Management,http://www.greenwoodsasset.com/,,,Hong Kong,,,VC,,
Greycroft Partners,https://www.greycroft.com/,,"New York, New York, United States",USA,,,VC,,
Greylock Partners,https://www.greylock.com/,,"Menlo Park, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
Grid110,https://www.grid110.org/,,,,"2. Prototype,3. Early Revenue",,"Incubator, Accelerator",,
Griffin Gaming Partners,https://griffingp.com/,,,,,,Other,,
Grishin Robotics,https://www.grishinrobotics.com/,https://www.linkedin.com/company/grishinrobotics/,"2735 Sand Hill Rd #220, Menlo Park, CA 94025, USA","USA,Canada","2. Prototype,3. Early Revenue,4. Scaling","We invest in early-stage companies in broader consumer categories. We are actively exploring areas such as social, gaming, entertainment, food tech, digital fitness, commerce, and education. We are also exploring emerging areas such as personal and team productivity tools, the future of work, and fin-tech. ",VC,"$1,000,000 ","$6,000,000 "
Grit Mind Partners,https://grit-mind.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Grit Ventures,https://gritventures.com/,https://www.linkedin.com/company/gritventures/,"3101 Park Blvd, Palo Alto, California 94306, US",USA,3. Early Revenue,We invest in US-based startups addressing industries suffering from systematic labor shortages.,VC,"$250,000 ","$5,000,000 "
Grok Ventures,https://grok.ventures/,,Australia,Australia,3. Early Revenue,,VC,,
Grotech Ventures,https://www.grotech.com/,,"Vienna, Virginia, United States",USA,,,Other,,
Ground Floor Ventures,https://groundfloor.ventures/,https://www.linkedin.com/company/groundfloor-ventures/,"London, UK","USA,UK","2. Prototype,3. Early Revenue,1. Idea or Patent",We invest in companies and founders we want to see in the world.,Angel network,"$50,000 ","$200,000 "
Ground Up Ventures,https://www.groundup.vc/,https://www.linkedin.com/company/ground-up-ventures,"New York, USA","USA,Israel","2. Prototype,3. Early Revenue",We invest in pre-seed and seed stage startups in the US and Israel. ,VC,"$250,000 ","$500,000 "
Groundswell Ventures,http://www.groundswell-ventures.com,,,,,,,,
Group 11,http://group11.vc/,https://www.linkedin.com/company/group11/about/,,,,,,,
Grouport Ventures,https://www.grouport.cz/en,https://www.linkedin.com/company/grouport/,"Plynární 10, Česká Republika 11000, CZ","Czech Republic,Poland,Slovakia,Hungary,Australia,Lithuania,Switzerland,Latvia,Estonia,Bulgaria,Belarus,Croatia,Slovenia","2. Prototype,3. Early Revenue",We invest in CEE/Baltics based seed startups with the 1. MVP done 2. first validation/traction 3. founders with warriors DNA. We are focusing on deep tech/fin-tech/marketplaces ; B2B/B2C/B2B2C business models.,VC,"$40,000 ","$270,000 "
Grove Ventures,https://www.grovevc.com/,https://www.linkedin.com/company/10397034/admin/,"3 HaNechoshet St., Tel Aviv, Israel 6971915, IL",Israel,"3. Early Revenue,2. Prototype,1. Idea or Patent",We invest in deep technology & partner with exceptional Israeli entrepreneurs.,VC,"$500,000 ","$5,000,000 "
Growin’Partners,https://www.growin.jp/,,,Japan,,,Corporate VC,,
GrowthX,https://growthx.com/,,,USA,,,VC,,
GrowX Ventures,http://growxventures.com/,,India,India,2. Prototype,,VC,,
GS Shop,https://company.gsshop.com/en/sustainable-management/future-growth/contentsid/79/index,,"Seoul, Seoul-t'ukpyolsi, South Korea",South Korea,,,Corporate VC,,
GS Venture,http://venture.gs/en/,,,,,,Corporate VC,,
GSR Ventures,http://www.gsrventures.com/en,,China,"USA,China",3. Early Revenue,,VC,,
GSV Asset Management,http://gsvam.com/team/,,USA,"USA,Israel,Canada",3. Early Revenue,,VC,,
GSV Labs,https://www.gsvlabs.com/,,,USA,,,Other,,
GSV Ventures,https://gsv.ventures/,https://www.linkedin.com/company/gsvventures,"171 2nd St, San Francisco, California US","USA,India,Indonesia,Malaysia,Canada,Mexico,Brazil,South Africa,Egypt,Nigeria,Kenya,Argentina,Peru,Chile,UK,France,Germany,Spain,UAE,Jordan,Saudi Arabia","3. Early Revenue,4. Scaling,5. Growth",We invest in education technology companies only.,VC,"$250,000 ","$15,000,000 "
GT Healthcare Capital Partners,http://www.gthcap.com/,,Hong Kong,Hong Kong,3. Early Revenue,,VC,,
GTR Ventures,http://gtrventures.vc/,https://sg.linkedin.com/company/gtr-ventures,"Singapore, Central Region, Singapore",Singapore,,,Corporate VC,,
Guano by DocCheck,http://www.guano.ag/en/,,"Cologne, Nordrhein-Westfalen, Germany",Germany,,,Corporate VC,,
Gumi Cryptos Capital,https://www.gumi-cryptos.com/,,USA,USA,2. Prototype,,Corporate VC,,
Gumi Ventures,http://www.gumiventures.jp/,,,Japan,,,VC,,
GV Google Ventures,https://www.gv.com/,https://www.linkedin.com/company/g-v-/,"Mountain View, California, United States","USA,France,Israel,Canada","3. Early Revenue,4. Scaling",,Corporate VC,,
GVA Capital,http://gva.capital/,,USA,"USA,Israel,Canada",,,VC,,
GWC Greenwood Way Capital,https://www.gwc.london/,,,UK,,,Other,,
GXH Capital,https://gxhcapital.com/,https://www.linkedin.com/company/gxhcapital/,,,"2. Prototype,3. Early Revenue",,VC,,
H Capital,https://hcapital.pt/,,,,,,Other,,
H Venture Partners,https://h.ventures/,,,,"2. Prototype,3. Early Revenue",,VC,,
H-Farm,http://www.h-farm.com/en/,https://www.linkedin.com/company/h-farm/,"Roncade, Veneto, Italy",Italy,,,Corporate VC,,
H20 Capital Innovation,https://www.h20capital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Haas Portman,http://haasportman.com/,https://www.linkedin.com/company/haas-portman/,"Los Angeles, California, United States",USA,,,Family office,,
Hachijuni Capital,https://www.hcc82.co.jp/,,,Japan,,,VC,,
Hack VC,https://hack-vc.com/,,USA,"USA,Israel,Canada",,,VC,,
Hack Fund,https://hackfund.com/,,,,,,,,
Hadasit Bio-Holdings,http://www.hbl.co.il/default.asp,,,,"2. Prototype,3. Early Revenue",,VC,,
Hadean Ventures,https://hadeanventures.com,,Norway,Norway,"2. Prototype,3. Early Revenue",,VC,,
Haflo,https://www.haflo.com/,https://www.linkedin.com/company/haflo/,,,,,Other,,
Hakuhodo DY Ventures,https://www.hakuhodody-ventures.co.jp/,,,Japan,,,Corporate VC,,
Halcyon Impact Angel Network,https://halcyonhouse.org/new-angel-investor-group-forming-dc-here-are-details,,,,,,Angel network,,
Haload Ventures,http://haload.vc,https://www.linkedin.com/in/innovatorjohn,"Wilmington, Delaware, United States",USA,,,Family office,,
Hambro Perks,http://www.hambroperks.com/,,,,,,Other,,
Hanaco Venture Capital,http://hanacovc.com/,,Israel,"USA,Israel,Canada",3. Early Revenue,,VC,,
Hangar 51 Ventures by IAG,https://www.hangar51.com/investment/,,"London, England, United Kingdom",UK,,,Corporate VC,,
Hankyu Hanshin Properties,https://www.hhp.co.jp/en/,,,Japan,,,Corporate VC,,
Hanne Capital,http://www.hannecapital.com/,,,China,,,Other,,
HNVR Hanover Technology Investments,https://hnvr.com/,,,,,,,,
Hansen Investment Holdings,http://www.chuckhansen.co,,"Sacramento, California, United States",USA,,,Family office,,
Happiness Ventures,https://www.happinessvc.com/,,USA,USA,3. Early Revenue,,VC,,
Harbor Pacific Capital,http://www.harborpac.com/,,,,,,,,
Harbour Equity Partners,http://harbourequitypartners.com/,,"Port Orange, Florida, United States",USA,,,Family office,,
Hard Yaka,https://hardyaka.com/,,"Crystal Bay, Nevada, United States",USA,,,Other,,
HardGamma Ventures,http://www.hardgamma.com/,,,,,,VC,,
Hardware Club VC,https://www.hardwareclub.co/,,USA,"USA,Japan,France,Canada","3. Early Revenue,2. Prototype",,VC,"$100,000 ",
Harmony Partners,http://www.harmonyvp.com/,,,,,,VC,,
Harrison Metal,https://www.harrisonmetal.com/,,"2430 3rd Street, San Francisco, CA, 94107",USA,,,Other,,
Harvard Business Alumni Angels of Greater New York,https://www.hbsangelsny.com/,,,,,,Angel network,,
Harvest Global Investments,http://www.harvestglobal.com.hk/en/home/,,"Central, Hong Kong Island, Hong Kong",Hong Kong,,,Corporate VC,,
Hasso Plattner Ventures,http://www.hp-ventures.com/,,,,,,VC,,
Hatch Blue,https://www.hatch.blue/,,,UK,,,VC,,
Hatteras Venture Partners,http://hatterasvp.com/,,"Durham, North Carolina, United States",USA,,,Other,,
Hawaii Angels,http://hawaiiangels.org/,,,,,,Angel network,,
Hawkeye Investments,http://www.hawkeyeinvestmentsllc.com,,"Kirkland, Washington, United States",USA,,,Family office,,
Haystack,https://www.haystack.vc/,,"5 Nelson Avenue Mill Valley, CA 94941 United States ",USA,,,Other,,
HBCC Investment,http://www.hbcc.vc/,,,Hong Kong,,,VC,,
